"text-gray-900","text-gray-900 2","text-gray-900 3","text-gray-900 4","text-gray-400","text-gray-900 5","font-mono","font-mono 2","font-mono 3","text-gray-900 6","text-gray-400 2"
"1/5/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Google","—","Delivered","515","515","0","","—"
"1/5/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Sirona Technologies","Scottish Equity Partners LLP","—","Patch","23","0","0","Contracted",""
"1/4/2026","Enhanced Weathering (EW)","InPlanet","Not Disclosed","—","ClimeFi","4,600","0","0","Contracted",""
"1/4/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Deep Sky","Not Disclosed","—","ClimeFi","6,446","0","0","Contracted",""
"1/4/2026","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","ClimeFi","7,000","0","0","Contracted",""
"1/4/2026","Mineralization - Microbial","Andes","Not Disclosed","—","ClimeFi","8,000","0","0","Contracted",""
"1/4/2026","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Planboo","—","Patch","0.05","0","0","Contracted",""
"1/4/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Not Disclosed","—","ClimeFi","1,400","0","0","Contracted",""
"1/2/2026","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.05","0","0","Contracted",""
"1/2/2026","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Remove Carbon Today","2","2","0","Delivered",""
"1/2/2026","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","0.74","0","0","Contracted",""
"1/1/2026","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Pipedrive Inc","—","Patch","29","0","0","Contracted",""
"1/1/2026","Mineralization - Microbial","Andes","Pipedrive Inc","—","Patch","30","0","0","Contracted",""
"1/1/2026","BiCRS - Biochar Carbon Removal (BCR)","Varaha","United Parcel Service","—","Retired","1,770","1,770","1,770","","—"
"1/1/2026","Mineralization - Microbial","Groundwork BioAg Ltd.","Not Disclosed","—","Verra","40","0","0","Contracted",""
"1/1/2026","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.09","0","0","Contracted",""
"12/31/2025","BiCRS - Biochar Carbon Removal (BCR)","Oplandske Bioenergi (OBIO)","Nordic Investment Bank","—","Accend","761","761","761","Retired",""
"12/31/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","5.54","0","0","Contracted",""
"12/31/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Mewburn Ellis","—","Supercritical","61","0","0","Contracted",""
"12/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Hill","Ecologi Action Ltd","—","Ecologi Action Ltd","1","1","0","Delivered",""
"12/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Hill","Ecologi Action Ltd","—","Ecologi Action Ltd","305","305","0","Delivered",""
"12/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CEEZER","710","0","0","Contracted",""
"12/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Not Disclosed","—","Patch","0.2","0","0","Contracted",""
"12/29/2025","BiCRS - Biomass Direct Storage","Graphyte","Cur8 Earth Limited","—","Delivered","566","566","0","","—"
"12/29/2025","BiCRS - Biomass Direct Storage","Graphyte","Harvard Management Company","—","Retired","600","600","600","","—"
"12/29/2025","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","Stripe","—","Delivered","34","34","0","","—"
"12/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Watershed","—","Watershed","602","602","0","Delivered",""
"12/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Datadog, Inc.","—","Watershed","195","195","195","Retired",""
"12/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Senken","2,888","2,888","2,888","Retired",""
"12/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Watershed","—","Watershed","505","505","0","Delivered",""
"12/29/2025","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","Google","—","Delivered","6","6","0","","—"
"12/29/2025","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","Watershed","—","Contracted","2","0","0","","—"
"12/29/2025","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","H&M Group","—","Delivered","6","6","0","","—"
"12/29/2025","BiCRS - Biomass Direct Storage","Graphyte","Wren Climate, PBC","—","Delivered","961","961","0","","—"
"12/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Senken","7,112","7,112","7,112","Retired",""
"12/28/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"12/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Tierra Prieta","Not Disclosed","—","Retired","200","200","200","","—"
"12/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Not Disclosed","—","Retired","190","190","190","","—"
"12/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Not Disclosed","—","Retired","260","260","260","","—"
"12/26/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.03","0","0","Contracted",""
"12/26/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Marine","SeaGen","Thanks a Ton","—","Patch","0.03","0","0","Contracted",""
"12/26/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0.01","0","0","Contracted",""
"12/25/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0","0","","Contracted","—"
"12/24/2025","Mineralization - Ex-situ","O.C.O. Technology","Cur8 Earth Limited","—","CUR8","1","1","0","Delivered",""
"12/24/2025","Mineralization - Ex-situ","O.C.O. Technology","Cur8 Earth Limited","—","CUR8","231","231","0","Delivered",""
"12/24/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"12/23/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","F5","—","Delivered","19","19","0","","—"
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Cisco Systems","—","Rubicon Carbon","5","5","5","Retired",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","SEB AB","—","Retired","2,000","2,000","2,000","","—"
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","SEB AB","—","Retired","2,900","2,900","2,900","","—"
"12/23/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","BioCirc","Not Disclosed","—","ClimeFi","6,000","9","0","Partial",""
"12/23/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Not Disclosed","—","ClimeFi","3,718","0","0","Contracted",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","199","199","0","Delivered",""
"12/23/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","JPMorgan Chase","—","Retired","460","460","460","","—"
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Bain & Company","—","Patch","509","509","509","Retired",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","SEB AB","—","Retired","405","405","405","","—"
"12/23/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Not Disclosed","—","Retired","275","275","275","","—"
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","SEB AB","—","Retired","1,917","1,917","1,917","","—"
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Restoration Fuels, LLC","Cisco Systems","—","Rubicon Carbon","264","264","264","Retired",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","169","169","0","Delivered",""
"12/23/2025","Mineralization - Ex-situ","O.C.O. Technology","Bain & Company","—","Patch","100","100","0","Delivered",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Cisco Systems","—","Rubicon Carbon","794","794","794","Retired",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Cisco Systems","—","Rubicon Carbon","1,217","1,217","1,217","Retired",""
"12/23/2025","BiCRS - Biomass Direct Storage","Graphyte","Not Disclosed","—","ClimeFi","12,000","9","0","Partial",""
"12/23/2025","Enhanced Weathering (EW)","Alt Carbon","Not Disclosed","—","CEEZER","10","0","0","Contracted",""
"12/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","SEB AB","—","Retired","7,678","7,678","7,678","","—"
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","157,300","0","0","Contracted",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.12","0.12","0.12","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.04","0","0","Contracted",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Charm Industrial","Block, Inc.","—","Watershed","0","0","","Retired","—"
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","0.77","0.77","0.77","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Sonnenerde","Not Disclosed","—","CEEZER","5,280","0","0","Contracted",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","35.04","35.04","35.04","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","1.3","1.3","1.3","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","5","5","5","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Applied Carbon","Shopify","—","Retired","20","20","20","","—"
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","NetZero","Rothschild & Co","—","Retired","927","927","927","","—"
"12/22/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","RECOAL","Not Disclosed","—","CEEZER","1,760","0","0","Contracted",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Retired","180","180","180","","—"
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","1.07","1.07","1.07","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.85","0.85","0.85","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Remove Carbon Today","2","2","2","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","BLOCK Bio Innovationen GmbH & Co. KG","Not Disclosed","—","Klimate","700","0","0","Contracted",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Retired","195","195","195","","—"
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CEEZER","215","0","0","Contracted",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","11.79","11.79","11.79","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","NetZero","Rothschild & Co","—","Retired","73","73","73","","—"
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","2.19","2.19","2.19","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","First Climate","2.13","2.13","2.13","Retired",""
"12/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","1.25","1.25","1.25","Retired",""
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Stripe","—","Partial","21.53","21.53","0","","—"
"12/20/2025","Mineralization - Ex-situ","O.C.O. Technology","Entuitive","—","Patch","8","8","8","Retired",""
"12/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","202","0","0","","—"
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","0.71","0.71","0","","—"
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Autodesk","—","Retired","0.71","0.71","0.71","","—"
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","McKinsey","—","Partial","8.2","8.2","0","","—"
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Google","—","Delivered","8.4","8.4","0","","—"
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Workday","—","Retired","1.24","1.24","1.24","","—"
"12/20/2025","BiCRS - Biochar Carbon Removal (BCR)","PyroCCS","Not Disclosed","—","Retired","14.66","14.66","14.66","","—"
"12/20/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","H&M Group","—","Delivered","0.71","0.71","0","","—"
"12/19/2025","mCDR - Alkalinity Enhancement - Coastal","Planetary","CaptureNow","—","Delivered","10","10","0","","—"
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","74","74","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Softwire Employees","—","Supercritical","137","137","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Shopify","—","Planboo","173.52","173.52","173.52","Retired",""
"12/19/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Spencer Jones","—","Retired","1","1","1","","—"
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","OTC Flow","—","Supercritical","597","0","0","Contracted",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Shopify","—","Planboo","3","3","3","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Times Ten Apparel","—","Bigfoot GmbH","5","5","5","Retired",""
"12/19/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Block, Inc.","","Climeworks Solutions","20","20","20","Watershed",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","18","18","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","ClimeFi","8,100","0","0","Contracted",""
"12/19/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0.04","0","0","Contracted",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Fasera Holdings Pty Ltd","Atlassian","—","Patch","142","142","142","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Shopify","—","Planboo","5.22","5.22","5.22","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Macquarie Group","—","Retired","500","500","500","","—"
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","394","394","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Not Disclosed","—","Cloverly","70","70","70","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Wise","—","Opna","360","360","360","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Wise","—","Opna","3,500","3,500","3,500","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Shopify","—","Planboo","16.1","16.1","16.1","Retired",""
"12/19/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Net-Zero Richardton LLC","—","Retired","20,697","20,697","20,697","","—"
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","2","2","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Fasera Holdings Pty Ltd","Atlassian","—","Patch","49","49","49","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Greenly's Customer","—","Patch","12","0","0","Contracted",""
"12/19/2025","Enhanced Weathering (EW)","Alt Carbon","Not Disclosed","—","CEEZER","40","0","0","Contracted",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Kuehne Climate Center","—","Supercritical","159","159","159","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","64","64","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Biocare","Carbonfuture","—","Carbonfuture","540","540","0","Delivered",""
"12/19/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Not Disclosed","—","Climeworks Solutions","10","10","10","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Lufthansa Group","—","Stiftung Risiko-Dialog","60.53","60.53","60.53","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Shopify","—","Planboo","26.62","26.62","26.62","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","294","294","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Milkywire","1,560","1,560","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Delivered","1,000","1,000","999.74","","—"
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","HPS Investment Partners","—","Patch","50","50","50","Retired",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","67","67","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","1,901","1,901","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","66","66","0","Delivered",""
"12/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","81","81","0","Delivered",""
"12/18/2025","Mineralization - Ex-situ","O.C.O. Technology","Carwow","—","Patch","100","0","0","Contracted",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Block, Inc.","—","Watershed","86","0","0","Contracted",""
"12/18/2025","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","Frontier Buyers","—","Contracted","122,000","0","0","","—"
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Salesforce","—","Delivered","38","38","0","","—"
"12/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Parallel Carbon","Zurich Insurance Group","—","Contracted","1,200","0","0","","—"
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Shopify","—","Retired","49","49","49","","—"
"12/18/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Cisco Systems","—","Rubicon Carbon","258","258","258","Retired",""
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Workday","—","Retired","16","16","16","","—"
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","H&M Group","—","Delivered","12","12","0","","—"
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Block, Inc.","—","Watershed","2,000","2,000","2,000","Retired",""
"12/18/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","McKinsey","—","Patch","0.03","0","0","Contracted",""
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Google","—","Delivered","56","56","0","","—"
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Block, Inc.","—","Watershed","77","0","0","Contracted",""
"12/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Shopify","—","Climeworks Solutions","100","100","100","Retired",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrocal","Swift","—","Ecologi Action Ltd","61","61","61","Retired",""
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","JPMorgan Chase","—","Retired","49","49","49","","—"
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Contracted","255","0","0","","—"
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Balderton","—","Supercritical","10","0","0","Contracted",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","NetZero","Bain & Company","—","Patch","1,000","1,000","475","Delivered",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrocal","Swift","—","Ecologi Action Ltd","6","6","6","Retired",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Not Disclosed","—","CEEZER","220","220","0","Delivered",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","44","0","0","Contracted",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Patch","63","63","63","Retired",""
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","McKinsey","—","Delivered","10","10","0","","—"
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Watershed","—","Contracted","12","0","0","","—"
"12/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Climeworks Pioneers","—","Climeworks Solutions","181","181","181","Retired",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Not Disclosed","—","CEEZER","915","915","0","Delivered",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","70","0","0","Contracted",""
"12/18/2025","Mineralization - Ex-situ","O.C.O. Technology","Bain & Company","—","Patch","1,817","1,817","0","Delivered",""
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Autodesk","—","Retired","7","7","7","","—"
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Charm Industrial","Block, Inc.","—","Watershed","199","199","199","Retired",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Not Disclosed","—","Remove Carbon Today","1","1","1","Retired",""
"12/18/2025","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Stripe","—","Delivered","164","164","0","","—"
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrocal","Swift","—","Ecologi Action Ltd","130","130","130","Retired",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Balderton","—","Supercritical","90","0","0","Contracted",""
"12/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Block, Inc.","—","Watershed","262","262","0","Delivered",""
"12/18/2025","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","Google","—","Contracted","28,004","0","0","","—"
"12/18/2025","BiCRS - Biomass Direct Storage","Carbonsate","Milkywire","—","Milkywire","232","232","0","Delivered",""
"12/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Sirona Technologies","Not Disclosed","—","CEEZER","7","0","0","Contracted",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","1.2","1.2","1.2","Retired",""
"12/17/2025","BiCRS - Biomass Direct Storage","Graphyte","Coatue","—","Patch","70","0","0","Contracted",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","1.36","1.36","1.36","Retired",""
"12/17/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Frontier Carbon Solutions","Coatue","—","Patch","30","0","0","Contracted",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CEEZER","100","100","0","Delivered",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","8.95","8.95","8.95","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","IFS World Operations AB","—","Patch","370","370","0","Delivered",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","London Marathon Events","—","CUR8","57","57","57","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.11","0.11","0.11","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","11.26","11.26","11.26","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","20","20","20","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Centric (SOLER Group)","AXA France","—","ClimateSeed","150","150","150","Retired",""
"12/17/2025","Enhanced Weathering (EW)","InPlanet","Microsoft","—","Contracted","28,569","0","0","","—"
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","11.23","11.23","11.23","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","5.4","5.4","5.4","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Ensotech Global","—","Retired","0.75","0.75","0.75","","—"
"12/17/2025","Enhanced Weathering (EW)","Lithos","Not Disclosed","—","Delivered","498","498","0","","—"
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Centric (SOLER Group)","GIE AXA France","—","Retired","150","150","150","","—"
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","First Climate","4.04","4.04","4.04","Retired",""
"12/17/2025","Enhanced Weathering (EW)","Lithos","Not Disclosed","—","Delivered","1,002","1,002","0","","—"
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","3.4","3.4","3.4","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","OZEN Sp. z o.o.","Not Disclosed","—","First Climate","1.46","1.46","1.46","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","1.8","1.8","1.8","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","PREOL Biochar","Not Disclosed","—","First Climate","0.9","0.9","0.9","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","6.35","6.35","6.35","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","OZEN Sp. z o.o.","Not Disclosed","—","First Climate","6.42","6.42","6.42","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.88","0.88","0.88","Retired",""
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","3.05","3.05","3.05","Retired",""
