"text-gray-900","text-gray-900 2","text-gray-900 3","text-gray-900 4","text-gray-400","text-gray-900 5","font-mono","font-mono 2","font-mono 3","text-gray-900 6","text-gray-400 2"
"1/30/2026","BiCRS - Biochar Carbon Removal (BCR)","Accend AS","Ecologi Action Ltd","—","Ecologi Action Ltd","16","16","0","Delivered",""
"1/30/2026","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Wren Climate, PBC","—","Contracted","58","0","0","","—"
"1/30/2026","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Ecologi Action Ltd","—","Ecologi Action Ltd","11","11","11","Retired",""
"1/29/2026","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Retired","300","300","300","","—"
"1/29/2026","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Retired","114","114","114","","—"
"1/29/2026","Mineralization - Ex-situ","Neustark","Not Disclosed","—","Retired","19","19","19","","—"
"1/29/2026","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Retired","391","391","391","","—"
"1/29/2026","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Sebastian Manhart","—","Retired","20","20","20","","—"
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","CNaught","—","Cnaught","1,000","128","0","Partial",""
"1/28/2026","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","SAP","—","Delivered","460","460","0","","—"
"1/28/2026","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Patch","100","100","100","Retired",""
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","Royal Bank of Canada (RBC)","—","Retired","500","500","500","","—"
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","Rocky Talkie","—","Cnaught","6","6","6","Retired",""
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","Schneider Electric","—","Delivered","520","520","0","","—"
"1/28/2026","BiCRS - Biochar Carbon Removal (BCR)","Wakefield Biochar","Bain & Company","—","Patch","500","500","500","Retired",""
"1/28/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","HED","—","Cnaught","20","20","20","Retired",""
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","American Institute of Architects","—","Cnaught","3","3","3","Retired",""
"1/28/2026","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","SAP","—","Delivered","1,215","1,215","0","","—"
"1/28/2026","BiCRS - Biochar Carbon Removal (BCR)","Solör Bioenergi","Not Disclosed","—","Retired","6","6","6","","—"
"1/28/2026","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Patch","500","500","500","Retired",""
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","Workato","—","Cnaught","80","80","80","Retired",""
"1/28/2026","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","SAP","—","Delivered","300","300","0","","—"
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","HMC Architects","—","Cnaught","10","10","10","Retired",""
"1/28/2026","BiCRS - Biomass Direct Storage","Mast Reforestation","Royal Bank of Canada (RBC)","—","Retired","1,500","1,500","1,500","","—"
"1/28/2026","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Ecologi Action Ltd","—","Ecologi Action Ltd","190","190","0","Delivered",""
"1/27/2026","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Not Disclosed","—","Delivered","500","500","0","","—"
"1/27/2026","BiCRS - Biochar Carbon Removal (BCR)","Carbon Hill","giffgaff Limited","—","Ecologi Action Ltd","56","56","56","Retired",""
"1/27/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Coatue","—","Stripe Climate","30","30","30","Retired",""
"1/27/2026","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Oasen N.V.","—","OTC Flow","597","597","597","Retired",""
"1/26/2026","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","21","21","21","Retired",""
"1/26/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Dayforce","—","Watershed","75","75","75","Retired",""
"1/26/2026","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Delivered","4","4","0","","—"
"1/26/2026","BiCRS - Biomass Direct Storage","Graphyte","Stripe","—","Delivered","450","450","0","","—"
"1/25/2026","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Watershed","—","Delivered","500","500","0","","—"
"1/25/2026","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0","0","","Contracted","—"
"1/24/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Workday","—","Contracted","3","0","0","","—"
"1/24/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Canva","—","Watershed","32","32","32","Retired",""
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Samsara","—","Watershed","31","31","31","Retired",""
"1/23/2026","BiCRS - Biochar Carbon Removal (BCR)","Sonnenerde","Adyen","—","Carbonplace","47","47","47","Retired",""
"1/23/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Workday","—","Retired","3","3","3","","—"
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","SKIMS","—","Watershed","39","39","39","Retired",""
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Skyscanner","—","Watershed","31","31","31","Retired",""
"1/23/2026","BiCRS - Biochar Carbon Removal (BCR)","Sonnenerde","Adyen","—","Carbonplace","168","168","168","Retired",""
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Zendesk","—","Watershed","65","65","65","Retired",""
"1/23/2026","BiCRS - Biochar Carbon Removal (BCR)","Sonnenerde","Adyen","—","Carbonplace","54","54","54","Retired",""
"1/23/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Stripe","—","Delivered","30","30","0","","—"
"1/23/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","JPMorgan Chase","—","Contracted","9","0","0","","—"
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Aledade","—","Watershed","75","75","75","Retired",""
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Match Group Holdings","—","Watershed","30","30","30","Retired",""
"1/23/2026","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Wise","—","Watershed","31","31","31","Retired",""
"1/23/2026","BiCRS - Biochar Carbon Removal (BCR)","Sonnenerde","Adyen","—","Carbonplace","146","146","146","Retired",""
"1/23/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","JPMorgan Chase","—","Retired","9","9","9","","—"
"1/21/2026","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","51.46","51.46","51.46","Retired",""
"1/21/2026","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Carbon Centric AS","DNV","—","Puro","40,000","0","0","Contracted",""
"1/21/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","McKinsey","—","Delivered","2","2","0","","—"
"1/21/2026","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","International Workplace Group plc","—","Retired","1,400","1,400","1,400","","—"
"1/21/2026","BiCRS - Biomass Geological Sequestration","Charm Industrial","TD Bank","—","Contracted","22,000","0","0","","—"
"1/21/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Salesforce","—","Delivered","7","7","0","","—"
"1/21/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","H&M Group","—","Delivered","2","2","0","","—"
"1/21/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Autodesk","—","Retired","1","1","1","","—"
"1/21/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Shopify","—","Retired","9","9","9","","—"
"1/21/2026","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","52.82","52.82","52.82","Retired",""
"1/21/2026","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","15","15","15","Retired",""
"1/21/2026","mCDR - Alkalinity Enhancement - River","CarbonRun","Watershed","—","Delivered","2","2","0","","—"
"1/19/2026","BiCRS - Biochar Carbon Removal (BCR)","Bussme Energy","Going Green Oy","—","Retired","1","1","1","","—"
"1/18/2026","BiCRS - Biomass Geological Sequestration","Charm Industrial","McKinsey","—","Patch","0.03","0","0","Contracted",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Samsara","—","Watershed","1","1","1","Retired",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Canva","—","Watershed","1","1","1","Retired",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Match Group Holdings","—","Watershed","1","1","1","Retired",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Zendesk","—","Watershed","3","3","3","Retired",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","SKIMS","—","Watershed","2","2","2","Retired",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Aledade","—","Watershed","5","5","5","Retired",""
"1/17/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Wise","—","Watershed","1","1","1","Retired",""
"1/16/2026","mCDR - Alkalinity Enhancement - Wastewater","CREW Carbon","Skyscanner","—","Watershed","1","1","1","Retired",""
"1/15/2026","Mineralization - Ex-situ","O.C.O. Technology","Kalda Ltd","—","Supercritical","10","10","10","Retired",""
"1/15/2026","Mineralization - Ex-situ","O.C.O. Technology","The Reeling Ltd","—","Supercritical","10","10","10","Retired",""
"1/15/2026","Mineralization - Ex-situ","O.C.O. Technology","VG Media Ltd","—","Supercritical","10","10","10","Retired",""
"1/15/2026","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Microsoft","—","Contracted","107,000","0","0","","—"
"1/15/2026","Mineralization - Ex-situ","Karbonetiq","Oliver Wyman","—","Retired","125","125","125","","—"
"1/15/2026","Mineralization - Ex-situ","O.C.O. Technology","Boomerang Time Ltd","—","Supercritical","10","10","10","Retired",""
"1/15/2026","Mineralization - Ex-situ","O.C.O. Technology","Glad Technologies Ltd","—","Supercritical","10","10","10","Retired",""
"1/14/2026","BiCRS - Biochar Carbon Removal (BCR)","Releaf Earth","WRLD Foundation","—","Retired","6","6","6","","—"
"1/14/2026","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Not Disclosed","—","Retired","38","38","38","","—"
"1/13/2026","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","Bain & Company","—","Contracted","9,000","0","0","","—"
"1/13/2026","Mineralization - In-situ","Cella","Frontier Buyers","—","Contracted","1,014","0","0","","—"
"1/13/2026","mCDR - Alkalinity Enhancement - Ocean","Pronoe","Frontier Buyers","—","Contracted","333","0","0","","—"
"1/13/2026","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Not Disclosed","—","Delivered","150","150","0","","—"
"1/13/2026","BiCRS - Biochar Carbon Removal (BCR)","Accend AS","AVEVA","—","Watershed","150","150","150","Retired",""
"1/12/2026","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Not Disclosed","—","Remove Carbon Today","20","20","20","Retired",""
"1/12/2026","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Workato","—","Cnaught","16","16","16","Retired",""
"1/12/2026","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Alaska Airlines","—","Chooose AS","3","3","3","Retired",""
"1/9/2026","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","The Carbon Removers","Salesforce","—","Milkywire","436","0","0","Contracted",""
"1/9/2026","mCDR - Alkalinity Enhancement - Ocean","Planeteers","Salesforce","—","Milkywire","223","0","0","Contracted",""
"1/9/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Ucaneo","Salesforce","—","Milkywire","396","0","0","Contracted",""
"1/9/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Arbon","Salesforce","—","Milkywire","250","0","0","Contracted",""
"1/9/2026","Mineralization - Ex-situ","Karbonetiq","Salesforce","—","Milkywire","547","0","0","Contracted",""
"1/9/2026","BiCRS - Biochar Carbon Removal (BCR)","WasteX","Salesforce","—","Milkywire","1,167","0","0","Contracted",""
"1/9/2026","BiCRS - Biochar Carbon Removal (BCR)","Takachar","Salesforce","—","Milkywire","1,188","0","0","Contracted",""
"1/9/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Salesforce","—","Milkywire","290","0","0","Contracted",""
"1/9/2026","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Salesforce","—","Milkywire","1,136","1,136","0","Delivered",""
"1/9/2026","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Kairos Carbon","Salesforce","—","Milkywire","350","0","0","Contracted",""
"1/9/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Norma","Salesforce","—","Milkywire","125","0","0","Contracted",""
"1/9/2026","BiCRS - Biochar Carbon Removal (BCR)","Releaf Earth","Salesforce","—","Milkywire","992","0","0","Contracted",""
"1/9/2026","Enhanced Weathering (EW)","ZeroEx","Salesforce","—","Milkywire","340","0","0","Contracted",""
"1/9/2026","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Salesforce","—","Milkywire","2,083","0","0","Contracted",""
"1/9/2026","BiCRS - Biomass Direct Storage","Carbonsate","Salesforce","—","Milkywire","1,320","0","0","Contracted",""
"1/9/2026","BiCRS - Biochar Carbon Removal (BCR)","PyroCCS","Salesforce","—","Milkywire","1,357","0","0","Contracted",""
"1/9/2026","Direct Air Carbon Capture and Sequestration (DACCS)","NeoCarbon","Salesforce","—","Milkywire","292","0","0","Contracted",""
"1/8/2026","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Workday","—","Patch","5,908","5,908","0","Delivered",""
"1/8/2026","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","20","20","20","Retired",""
"1/8/2026","BiCRS - Biochar Carbon Removal (BCR)","Restord Ltd","Tide Platform","—","Delivered","1","1","0","","—"
"1/8/2026","Mineralization - Ex-situ","O.C.O. Technology","Cur8 Earth Limited","—","CUR8","35","35","0","Delivered",""
"1/7/2026","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","17.26","17.26","17.26","Retired",""
"1/7/2026","Mineralization - Ex-situ","O.C.O. Technology","Softwire","—","Supercritical","43","43","43","Retired",""
"1/7/2026","Mineralization - Ex-situ","O.C.O. Technology","412 Technology, Inc.","—","Patch","0.52","0","0","Contracted",""
"1/7/2026","BiCRS - Biochar Carbon Removal (BCR)","Interholco","412 Technology, Inc.","—","Patch","1.06","0","0","Contracted",""
"1/7/2026","BiCRS - Biomass Geological Sequestration","NULIFE GreenTech","Skyscanner","—","Watershed","2","2","2","Retired",""
"1/7/2026","Mineralization - Ex-situ","O.C.O. Technology","FundApps Ltd","—","Supercritical","291","291","291","Retired",""
"1/7/2026","BiCRS - Biochar Carbon Removal (BCR)","Pacific Biochar","Yelp Inc","—","Watershed","77","77","77","Retired",""
"1/7/2026","Mineralization - Ex-situ","O.C.O. Technology","Softwire","—","Supercritical","14","14","14","Retired",""
"1/7/2026","Mineralization - Ex-situ","O.C.O. Technology","Hey Habito","—","Supercritical","41","41","41","Retired",""
"1/6/2026","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","TikTok","—","Climeworks Solutions","100","0","0","Contracted",""
"1/6/2026","Mineralization - Ex-situ","O.C.O. Technology","Cur8 Earth Limited","—","CUR8","850","850","0","Delivered",""
"1/6/2026","Enhanced Weathering (EW)","Not Disclosed","Not Disclosed","—","Climeworks Solutions","894","0","0","Contracted",""
"1/6/2026","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Not Disclosed","TikTok","—","Climeworks Solutions","377","0","0","Contracted",""
"1/6/2026","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","Climeworks Solutions","2,681","0","0","Contracted",""
"1/6/2026","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","EY","—","Supercritical","1","1","1","Retired",""
"1/6/2026","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","SAP","—","Climeworks Solutions","1,000","0","0","Contracted",""
"1/6/2026","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Not Disclosed","Not Disclosed","—","Climeworks Solutions","900","0","0","Contracted",""
